budget,revenue,runtime,popularity,vote_average,vote_count,movie_age,original_language_encoded,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
250000000,1021103568,169,16.1785,7.363,19055,12.89,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000000,4905000,127,14.2473,7.5,1885,65.06,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310000000,462180717,148,16.1267,6.662,3944,0.97,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,48701987,91,16.2877,6.0,986,0.78,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365000000,1405403694,141,15.5884,7.3,23792,10.54,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000000,264118712,103,15.9603,8.149,19408,27.42,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,16413285,107,15.4506,6.452,573,0.61,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
260000000,592461732,100,15.5696,7.6,11972,14.94,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215000000,757930663,136,15.7448,6.723,18005,13.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105000000,270997378,98,15.5823,7.2,5909,15.9,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
125000000,755356711,123,14.2512,6.815,16333,10.96,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
150000000,935454538,92,16.0926,7.303,12966,21.46,4,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
22000000,321365567,195,17.1857,8.567,16785,31.89,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
175000000,735103954,96,15.3615,8.0,21036,16.44,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180000000,521311860,98,15.7126,8.103,19595,17.37,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
116000000,856085151,112,15.9597,6.828,16803,7.1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000000,425368238,165,15.0656,8.185,27161,12.86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
90000000,484700000,103,14.4407,8.2,8449,2.91,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
250000000,845550000,150,15.7858,7.932,7729,2.51,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132000000,373515621,92,16.0915,6.53,4327,10.95,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68000000,211817906,135,16.977,7.538,12531,11.05,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8575000,38600000,145,15.4801,8.2,4059,9.42,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
94000000,940335536,100,15.5111,7.817,19990,22.43,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26000000,14821658,137,15.7648,7.1,1077,19.08,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22000000,366082797,96,14.6,5.906,6990,7.16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58000000,782837347,108,15.2596,7.623,32002,9.73,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,175302354,139,14.9281,8.192,14366,9.07,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4506756,20307325,96,14.3495,4.9,73,41.81,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7000000,470653000,124,14.668,7.68,11079,50.37,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40000000,171539887,122,14.4314,7.338,13740,8.73,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75000000,542064525,86,14.3389,6.916,11326,20.44,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000000,85032676,113,14.5556,7.232,7909,23.01,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
258000000,894983373,139,14.8329,6.447,14738,18.51,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
165000000,752600867,93,14.2569,6.4,7679,15.46,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
55000000,1078958629,122,15.5294,8.132,26901,6.09,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
55000000,192330738,132,15.9738,7.28,9537,11.11,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12000000,28126646,106,16.7255,7.723,2056,2.42,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
130000000,632091832,90,13.3123,7.307,12158,17.42,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24000000,236049757,119,14.9236,8.394,10576,21.15,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000000,559852396,106,14.1524,6.2,8197,14.4,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000,10057115,123,14.4431,6.789,57,0.09,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25000000,424967620,84,13.7043,7.73,10349,34.03,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
170000000,710644566,130,13.1063,7.334,11866,11.32,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
102000000,520000000,137,13.8366,8.134,13637,34.34,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13000000,426590315,113,14.1303,8.272,17911,14.0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,66023329,170,14.2323,8.159,12513,41.9,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,98267558,107,14.6313,7.54,8583,38.4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80000000,247022278,101,14.0741,6.148,4517,12.31,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000000,130193514,96,15.0823,7.223,9177,21.51,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,47072327,145,14.6098,8.454,13709,35.14,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000,250162278,100,13.7852,7.5,2366,3.63,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
200000000,1067316101,102,12.429,7.803,15231,15.38,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150000000,475000000,115,13.8782,7.041,15705,20.31,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
175000000,497409852,163,13.9312,7.2,10651,21.48,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
160000000,397378150,145,13.7658,7.06,3930,1.49,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
12460000,1359330,99,12.8497,6.1,133,1.34,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29000000,115600000,123,14.8298,7.892,12123,21.44,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
200000000,496444308,102,14.7539,7.599,5004,2.39,4,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
200000000,169601036,151,11.8332,6.393,8793,4.88,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000000,117607117,141,14.1662,7.7,5009,1.91,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
129000000,384056482,116,13.8111,6.4,3757,2.26,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
583900000,1004004592,147,12.479,6.632,6701,3.43,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250000,15741780,138,13.559,6.704,2351,3.08,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
90000000,304320254,88,14.0333,7.903,10133,27.38,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,52794193,103,14.0265,6.471,1050,0.53,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
397751,4360000,97,13.2914,8.5,9468,68.57,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175000000,383925276,102,13.2958,6.853,6171,8.39,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48000000,325800000,109,14.2846,6.265,5959,10.88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24000000,137743924,114,14.0651,6.688,3600,3.81,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12000000,441306145,122,14.1433,7.738,8323,51.85,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
806947,50048065,109,14.0447,8.421,10564,65.37,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
23000000,321752656,130,13.3083,8.227,12319,6.97,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
150000000,449326618,115,12.9464,6.768,21822,14.54,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50000000,24109036,111,13.7194,5.822,1148,1.2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
80000000,415885488,124,14.0792,6.952,9547,26.55,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
225000000,668045518,143,14.8617,6.638,15718,12.39,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85000000,346118277,107,13.2785,6.1,9112,8.8,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72000000,298776052,82,13.0455,7.383,2114,1.91,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290000000,955775804,126,13.471,7.242,9832,3.5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000000,5978621,89,13.1716,5.671,175,0.2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14000000,233555708,113,12.9646,7.991,17588,10.97,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2000000,10498407,84,12.829,6.083,551,0.79,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
70000000,481840909,169,13.4669,8.22,16591,27.28,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
15000000,19629760,109,13.4692,8.069,7499,43.36,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
40000000,103966489,119,13.2325,7.594,5782,4.53,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3300000,50307484,107,13.2634,8.375,15989,11.07,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
110000000,405421518,123,13.0926,7.449,5671,3.6,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6400000,78371200,108,13.1559,7.672,13917,41.02,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32000000,79082515,102,13.3294,5.276,3152,27.89,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63700000,135039924,147,12.8967,7.368,4787,19.14,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
230000000,795922298,129,13.0748,6.653,12438,8.45,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110000000,299300000,127,13.4925,7.064,8780,14.1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
57000000,153000000,144,13.4078,7.468,6432,28.05,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3700000,41000000,86,13.7625,8.069,8433,37.55,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
46000000,75360860,178,13.001,7.967,1794,1.35,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110000000,506863592,97,13.3625,6.761,10848,4.09,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129000000,539987993,104,13.2691,7.749,6829,6.83,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19000000,44781695,144,14.2501,8.2,18259,45.45,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9000000,44196684,87,12.8103,6.726,3179,36.98,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8500000,87547518,118,13.9534,7.8,8005,9.29,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
85000000,358375603,91,13.5873,6.962,8919,13.12,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3000000,683666,82,13.0415,8.3,2946,27.68,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130000000,218366336,144,12.1092,7.0,4640,20.5,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10000000,225900000,127,12.9159,8.157,13179,27.91,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150000000,378858340,121,13.8352,7.627,23442,10.48,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90000000,239300000,126,12.6774,7.422,6986,3.25,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200000000,233503234,134,12.9084,7.985,9759,4.44,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,326709727,131,14.5148,7.444,11274,6.47,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
175000000,607274134,140,13.1865,7.585,16311,7.6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1900000,28579636,114,12.953,8.134,12934,49.73,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000000,297144130,110,13.1138,7.381,4600,2.03,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
60000000,29768915,120,13.0366,7.045,1643,1.54,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50000000,48983306,113,13.0022,6.474,1757,2.83,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150000000,1671537444,124,11.2164,6.699,21065,10.41,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
108000000,631058917,141,11.68,7.689,20517,10.09,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20000000,207945075,110,13.6047,7.927,12858,9.42,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
150000000,261292688,102,13.309,7.582,9895,4.06,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
95000000,392105159,162,12.6644,7.426,14234,6.28,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2350000,4934725,124,13.3407,6.7,3027,11.86,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
55000000,4755330,102,13.6872,6.422,627,0.68,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000000,216600000,146,12.9506,8.206,8716,14.24,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45000000,141220678,82,12.6969,5.809,4888,24.33,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23500000,176506186,134,13.3274,8.327,8561,28.31,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000000,356830601,110,12.261,7.062,9150,39.47,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65000000,39407616,102,12.8311,6.396,4002,11.21,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
195000000,441381193,127,11.7023,7.207,5053,2.41,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38500000,269670590,110,12.3806,6.674,2331,2.16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180000000,758539785,97,12.642,7.089,13447,11.44,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
250000000,958400000,161,12.5454,7.574,13696,11.9,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18000000,358994850,120,12.5579,6.768,10150,32.97,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150000000,682716636,131,12.1161,7.217,9343,10.27,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000,351583407,101,13.7249,6.971,10793,31.27,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
250000000,1155046416,147,11.743,7.447,23468,9.52,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8500000,47425835,118,12.4726,7.705,11283,11.03,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
50000000,126542249,109,12.1882,6.849,3877,1.57,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
99000000,451900435,105,13.3345,6.972,2806,1.16,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45000000,92374674,109,8.4797,6.814,2279,20.23,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52000000,352114312,141,13.5143,7.979,16439,22.88,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000,457696391,110,11.9567,7.012,9591,29.45,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000000,60934894,115,12.9134,5.733,973,0.86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
118000000,131847147,137,13.1873,6.863,2773,0.68,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69000000,543284256,95,12.4629,7.3,15639,15.32,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15000000,147156372,96,11.7538,6.923,3413,2.56,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1200000,104045735,103,12.7041,7.419,9695,21.09,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6500000,25775371,110,12.3885,7.847,1351,6.47,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
180000000,676343174,115,11.2789,7.418,22865,9.02,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000000,1349926083,135,12.8512,7.368,22887,7.72,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1200000,38900000,161,12.0846,8.462,9211,58.87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000000,127961936,101,11.4207,6.565,2286,1.32,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
35000000,168961389,123,12.0201,6.974,2924,2.66,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
250000000,746045700,132,12.3646,7.529,15824,11.47,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178000000,370541256,114,10.9138,7.632,14504,11.44,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250000000,760900000,119,11.2248,6.394,8168,3.33,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16000000,53478166,97,12.5146,7.591,8576,26.6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
145000000,621537519,102,12.0994,7.675,10076,11.41,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25000000,50671850,89,11.0015,6.11,2036,27.05,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80000000,271430189,102,12.1011,6.401,6433,15.36,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000,408402685,109,12.2859,7.841,4632,3.92,4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4800000,8324425,93,10.259,7.1,63,0.24,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000000,531865000,116,12.2006,6.824,16014,12.38,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
75000000,129408392,104,11.8322,8.036,1404,1.14,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30000000,140161792,87,11.8175,7.055,3058,20.96,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000000,47990414,105,12.502,7.164,5405,5.17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
205000000,440181226,124,11.414,6.6,3249,1.87,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165000000,220597098,158,13.1194,6.324,2875,1.95,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20000000,3255315,105,11.5589,6.4,74,0.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,180906076,111,12.2836,7.97,18216,22.07,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960000,60447800,147,11.8536,7.2,117,3.09,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000,273144151,85,12.83,7.562,6829,23.37,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000000,15113105,106,11.6258,6.7,3695,3.63,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2900000,263600000,74,12.1342,7.046,6949,75.7,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
132000000,603873119,117,12.0773,6.5,8794,20.35,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19000000,83258226,118,10.8609,7.757,11038,19.06,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
16000000,45284974,111,12.3395,8.3,15502,31.14,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18500000,183316455,137,11.9572,7.952,10380,39.3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50000000,709827462,131,10.7691,5.994,9506,15.96,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24140000,67540000,152,11.8746,6.773,346,6.09,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39200000,86758912,127,10.7561,6.909,10040,12.26,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1800000,57004513,91,13.1098,7.339,5464,40.98,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150000000,319713881,103,11.1977,4.6,4118,15.35,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000000,326706115,109,11.342,7.391,12556,19.35,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47000000,203388186,116,11.6149,7.62,18641,8.98,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3000000,91266581,86,11.8721,6.255,8615,12.43,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
151000000,208200000,134,10.6862,7.331,4196,2.62,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000000,171627166,122,11.8388,7.947,12738,17.98,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
40000000,312897920,131,11.8041,7.8,13180,5.94,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
68000000,215863606,115,11.7476,6.3,7764,10.36,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55000000,307077295,117,12.2333,7.891,10251,18.89,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000000,259939869,106,11.5707,6.563,4901,7.04,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23000000,47351251,126,12.9007,7.846,14811,11.88,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
95000000,226497209,118,11.1153,6.209,7645,15.75,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
60000000,187400000,170,12.1886,7.921,7853,29.89,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
40000000,211343479,83,11.9066,7.35,8187,35.96,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11000000,235483004,95,11.9652,6.599,7997,26.32,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90000000,291465000,151,12.0021,8.159,15613,19.08,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
35000,421798,84,11.308,6.342,2790,7.77,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30000000,40313783,102,11.5233,6.677,576,0.45,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12600000,28650575,84,12.3688,6.373,2858,22.43,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
130000000,321885765,96,12.9885,7.011,7191,15.02,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12000000,71923560,149,11.5471,8.1,12101,57.59,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
55000000,297372261,96,11.1953,7.454,7016,4.45,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
75000000,351723989,116,11.8468,7.332,16074,12.43,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
180000000,411000000,131,11.7482,6.914,12931,12.31,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185000000,538983207,93,13.4629,7.021,13809,13.37,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
27000000,231252591,106,11.3625,6.41,3721,6.36,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10000000,87796204,128,11.5722,7.29,8177,7.41,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
160000000,813367380,93,9.9653,6.299,9435,18.47,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
130000000,301913131,92,9.9685,5.623,8172,18.39,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000000,51913394,111,11.8664,6.979,2212,1.01,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28000000,124604345,127,11.0088,8.06,8444,20.13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
100000000,37917985,103,11.1214,6.097,1743,2.14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14000000,10644463,93,11.2041,6.895,949,2.14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22000000,51695362,100,11.8882,6.943,3660,11.98,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31764000,54216867,175,12.9206,6.941,202,1.1,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75000000,508600000,85,10.801,6.867,4257,6.99,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,72258126,108,11.4203,8.092,15748,21.63,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
9000000,40047236,113,10.9804,8.178,15609,25.06,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
