original_language,overview,title,budget,revenue,runtime,release_date,popularity,vote_average,vote_count,genres
en,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",The Black Phone,16000000,161441914,103,2022-06-16,70.903,7.552,5366,"['Horror', 'Thriller']"
en,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,F1,250000000,626222234,156,2025-06-25,69.0706,7.835,2426,"['Action', 'Drama']"
zh,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",Ne Zha 2,80000000,2150000000,144,2025-01-29,66.1632,8.045,413,"['Animation', 'Fantasy', 'Adventure', 'Action']"
en,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Interstellar,165000000,746606706,169,2014-11-05,65.6632,8.461,38081,"['Adventure', 'Drama', 'Science Fiction']"
en,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",Nobody 2,25000000,38802325,89,2025-08-13,52.8517,7.1,856,"['Action', 'Thriller']"
en,"Sarah and David are single strangers who meet at a mutual friend’s wedding and soon, through a surprising twist of fate, find themselves on a funny, fantastical, sweeping adventure together where they get to re-live important moments from their respective pasts, illuminating how they got to where they are in the present... and possibly getting a chance to alter their futures.",A Big Bold Beautiful Journey,45000000,20171082,109,2025-09-17,45.9599,6.345,155,"['Romance', 'Fantasy', 'Drama']"
en,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.",The Bad Guys 2,80000000,224738330,103,2025-07-24,55.6528,7.8,480,"['Family', 'Comedy', 'Crime', 'Adventure', 'Animation']"
en,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,Lilo & Stitch,100000000,1037247842,108,2025-05-17,52.9076,7.252,1769,"['Family', 'Science Fiction', 'Comedy', 'Adventure']"
en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",The Avengers,220000000,1518815515,143,2012-04-25,47.9587,7.832,33586,"['Science Fiction', 'Action', 'Adventure']"
en,"After suffering a potentially career-ending brain trauma, Cameron Cade receives a lifeline when his hero, legendary eight-time Championship quarterback and cultural megastar Isaiah White, offers to train Cam at Isaiah's isolated compound that he shares with his celebrity influencer wife. But as Cam's training accelerates, Isaiah's charisma begins to curdle into something darker.",HIM,27000000,26609022,96,2025-09-18,41.0972,5.868,155,"['Horror', 'Mystery']"
zh,"A young boy is born as the reincarnation of a demonic power, into a society that hates and fears him. Destined by prophecy to bring destruction to the world, Nezha must choose between good and evil to see if he can change his fate.",Ne Zha,22000000,742718496,110,2019-07-26,43.8485,7.891,691,"['Animation', 'Fantasy', 'Adventure']"
no,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.",The Ugly Stepsister,4250000,4601915,109,2025-03-07,44.9694,7.2,505,"['Horror', 'Comedy', 'Fantasy', 'Drama']"
en,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",Final Destination Bloodlines,50000000,310430814,110,2025-05-14,42.7768,7.102,2271,"['Horror', 'Mystery']"
en,Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr.,The Naked Gun,42000000,101847396,85,2025-07-30,41.3008,6.575,952,"['Comedy', 'Action', 'Crime']"
en,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",Ballerina,90000000,137258395,125,2025-06-04,42.9334,7.334,1872,"['Action', 'Thriller', 'Crime']"
en,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",Elio,150000000,153797125,98,2025-06-18,42.3179,6.969,598,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']"
en,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",Corpse Bride,40000000,118133252,77,2005-09-12,39.4208,7.583,9799,"['Romance', 'Fantasy', 'Animation']"
en,"After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",M3GAN 2.0,25000000,39085942,120,2025-06-25,39.4703,7.411,916,"['Action', 'Science Fiction', 'Thriller']"
en,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",The Substance,17500000,76506196,141,2024-09-07,38.6818,7.148,5223,"['Drama', 'Horror', 'Science Fiction']"
en,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",Moana 2,150000000,1059242164,100,2024-11-21,38.5127,7.0,2749,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']"
en,"Middle-aged Jem sets out from his suburban home on a journey into the woods, where he reconnects with his estranged hermit brother Ray. Bonded by a mysterious, complicated past, the men share a fraught, if occasionally tender relationship—one that was forever altered by shattering events decades earlier.",Anemone,11000000,1100800,126,2025-10-02,61.8108,6.036,14,['Drama']
en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",Coco,175000000,814641172,105,2017-10-27,38.5144,8.201,20303,"['Family', 'Animation', 'Music', 'Adventure']"
en,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",A Working Man,40000000,99068160,116,2025-03-26,35.6454,6.702,1606,"['Action', 'Crime', 'Thriller']"
en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Harry Potter and the Philosopher's Stone,125000000,976475550,152,2001-11-16,34.2589,7.9,28715,"['Adventure', 'Fantasy']"
en,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",Thunderbolts*,180000000,382436917,127,2025-04-30,33.3451,7.324,2799,"['Action', 'Science Fiction', 'Adventure']"
en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",Avengers: Infinity War,300000000,2052415039,149,2018-04-25,32.9393,8.2,31061,"['Adventure', 'Action', 'Science Fiction']"
en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",The Dark Knight,185000000,1004558444,152,2008-07-16,32.9532,8.524,34563,"['Drama', 'Action', 'Crime', 'Thriller']"
en,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",Inside Out 2,200000000,1698863816,97,2024-06-11,31.9894,7.554,6192,"['Animation', 'Adventure', 'Comedy', 'Family']"
en,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",Avatar: The Way of Water,350000000,2330224914,192,2022-12-14,32.5849,7.611,12969,"['Action', 'Adventure', 'Science Fiction']"
en,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",Deadpool & Wolverine,200000000,1338073645,128,2024-07-24,32.7204,7.574,7842,"['Action', 'Comedy', 'Science Fiction']"
en,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",Coraline,60000000,185860104,100,2009-02-05,32.6124,7.9,8597,"['Animation', 'Family', 'Fantasy']"
en,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",Karate Kid: Legends,45000000,105456077,94,2025-05-08,31.0093,7.109,919,"['Action', 'Adventure', 'Drama']"
en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",The Godfather,6000000,245066411,175,1972-03-14,32.1983,8.686,21954,"['Drama', 'Crime']"
en,"When five friends inadvertently cause a deadly car accident, they cover up their involvement and make a pact to keep it a secret rather than face the consequences. A year later, their past comes back to haunt them and they're forced to confront a horrifying truth: someone knows what they did last summer…and is hell-bent on revenge.",I Know What You Did Last Summer,18000000,64763086,111,2025-07-16,30.8648,5.85,474,"['Horror', 'Mystery', 'Thriller']"
en,"With a move to the countryside already testing the limits of a couple's relationship, a supernatural encounter begins an extreme transformation of their love, their lives, and their flesh.",Together,17000000,32273161,101,2025-07-28,29.9533,7.175,627,"['Horror', 'Romance']"
en,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",The Shawshank Redemption,25000000,28341469,142,1994-09-23,34.9294,8.712,29055,"['Drama', 'Crime']"
en,"When Papa Smurf is mysteriously taken by evil wizards, Razamel and Gargamel, Smurfette leads the Smurfs on a mission into the real world to save him. With the help of new friends, the Smurfs must discover what defines their destiny to save the universe.",Smurfs,58000000,104758972,89,2025-07-05,30.75,5.9,206,"['Animation', 'Family', 'Fantasy']"
en,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",Sinners,90000000,365878513,138,2025-04-16,27.3993,7.527,2749,"['Horror', 'Action', 'Thriller']"
en,"Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice.",Freakier Friday,42000000,152889065,111,2025-08-06,29.6935,7.008,321,"['Comedy', 'Fantasy', 'Family']"
en,"Following the death of their father, a brother and sister are introduced to their new sibling by their foster mother, only to learn that she has a terrifying secret.",Bring Her Back,15000000,39123752,104,2025-05-28,30.5467,7.409,1070,['Horror']
en,"Twenty-eight years since the rage virus escaped a biological weapons laboratory, now, still in a ruthlessly enforced quarantine, some have found ways to exist amidst the infected. One such group lives on a small island connected to the mainland by a single, heavily-defended causeway. When one member departs on a mission into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",28 Years Later,60000000,151289671,115,2025-06-18,29.1818,6.691,1602,"['Horror', 'Thriller', 'Science Fiction']"
en,"Porky and Daffy, the classic animated odd couple, turn into unlikely heroes when their antics at the local bubble gum factory uncover a secret alien mind control plot. Against all odds, the two are determined to save their town (and the world!)...that is if they don't drive each other crazy in the process.",The Day the Earth Blew Up: A Looney Tunes Movie,15000000,15076954,90,2024-08-01,27.6321,7.7,174,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']"
en,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",Despicable Me 4,100000000,969597394,94,2024-06-20,28.6895,7.0,2958,"['Family', 'Comedy', 'Animation', 'Science Fiction']"
en,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",TRON: Legacy,170000000,409912892,126,2010-12-14,26.3068,6.521,7548,"['Adventure', 'Action', 'Science Fiction']"
en,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",After,14000000,69497587,106,2019-04-11,28.5839,7.115,8421,"['Romance', 'Drama']"
en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",The Nightmare Before Christmas,18000000,75634409,76,1993-10-09,29.522,7.8,9951,"['Fantasy', 'Animation', 'Family']"
en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,179,2001-12-18,27.9392,8.425,26488,"['Adventure', 'Fantasy', 'Action']"
en,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",The Maze Runner,34000000,348319861,113,2014-09-10,27.8281,7.191,17628,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",The Conjuring,13000000,320422209,112,2013-07-18,26.8022,7.54,12273,"['Horror', 'Thriller']"
en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Inception,160000000,839030630,148,2010-07-15,30.4998,8.37,38099,"['Action', 'Science Fiction', 'Adventure']"
en,"Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of late 1990s New York City, forced to navigate a treacherous underworld he never imagined.",Caught Stealing,40000000,31101846,107,2025-08-26,24.8878,7.0,435,"['Crime', 'Thriller', 'Comedy']"
en,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",Sonic the Hedgehog 3,122000000,492162604,110,2024-12-19,26.073,7.7,2978,"['Action', 'Science Fiction', 'Comedy', 'Family']"
en,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",The Lord of the Rings: The Return of the King,94000000,1118888979,201,2003-12-17,24.144,8.5,25561,"['Adventure', 'Fantasy', 'Action']"
en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",Titanic,200000000,2264162353,194,1997-11-18,26.1517,7.905,26408,"['Drama', 'Romance']"
en,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",The Incredibles,92000000,631442092,115,2004-11-05,24.7735,7.719,18350,"['Action', 'Adventure', 'Animation', 'Family']"
en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Fifty Shades of Grey,40000000,569651467,125,2015-02-11,23.3123,5.88,12130,"['Drama', 'Romance', 'Thriller']"
en,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",The Wild Robot,78000000,331982078,102,2024-09-12,23.9833,8.32,5423,"['Animation', 'Science Fiction', 'Family', 'Drama']"
en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",The Wolf of Wall Street,100000000,407038432,180,2013-12-25,25.0819,8.028,25081,"['Crime', 'Drama', 'Comedy']"
en,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",Venom: The Last Dance,120000000,478937618,109,2024-10-22,24.0906,6.69,3811,"['Action', 'Science Fiction', 'Adventure']"
en,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,143,2003-07-09,25.5543,7.815,21518,"['Adventure', 'Fantasy', 'Action']"
en,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",Fast X,340000000,704709660,142,2023-05-17,24.3748,7.021,6076,"['Action', 'Crime', 'Thriller', 'Adventure', 'Mystery']"
en,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",Scouts Guide to the Zombie Apocalypse,15000000,14900000,93,2015-10-23,18.5245,6.552,2022,"['Comedy', 'Horror']"
en,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",Kung Fu Panda 4,80000000,548040835,94,2024-03-02,23.6366,7.0,3254,"['Animation', 'Family', 'Action', 'Comedy', 'Adventure', 'Fantasy']"
en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",Harry Potter and the Chamber of Secrets,100000000,876688482,161,2002-11-13,24.4308,7.705,22909,"['Adventure', 'Fantasy']"
en,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",Spider-Man: Homecoming,175000000,880166924,133,2017-07-05,23.0388,7.3,22566,"['Action', 'Adventure', 'Science Fiction']"
en,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",Shrek,60000000,488628188,90,2001-05-18,22.599,7.752,18048,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']"
en,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",Harry Potter and the Goblet of Fire,150000000,895921036,157,2005-11-16,24.627,7.8,21525,"['Adventure', 'Fantasy']"
en,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",Dune,165000000,407573628,155,2021-09-15,20.5931,7.776,14032,"['Science Fiction', 'Adventure']"
en,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",Toy Story,30000000,394436586,81,1995-11-22,21.383,8.0,19229,"['Family', 'Comedy', 'Animation', 'Adventure']"
en,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",The Accountant²,80000000,102123366,133,2025-04-23,23.3321,7.124,1429,"['Mystery', 'Crime', 'Thriller']"
en,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",Zootopia,150000000,1025521689,109,2016-02-11,22.7939,7.751,16999,"['Animation', 'Adventure', 'Family', 'Comedy']"
en,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,The Beekeeper,35000000,152720535,106,2024-01-08,22.0244,7.278,3832,"['Action', 'Crime', 'Thriller']"
en,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Back to the Future,19000000,381109762,116,1985-07-03,22.5072,8.322,20980,"['Adventure', 'Comedy', 'Science Fiction']"
en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",Avatar,237000000,2923706026,162,2009-12-15,23.4542,7.594,32718,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
ja,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,15700000,523542183,117,2020-10-16,22.0958,8.209,4289,"['Animation', 'Action', 'Fantasy', 'Thriller']"
en,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",The Monkey,10000000,68871071,97,2025-02-14,21.5613,5.966,1051,"['Horror', 'Comedy']"
en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",Forrest Gump,55000000,677387716,142,1994-06-23,22.792,8.464,28744,"['Comedy', 'Drama', 'Romance']"
en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love — or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Pirates of the Caribbean: On Stranger Tides,379000000,1046721266,136,2011-05-15,21.7667,6.562,14535,"['Adventure', 'Action', 'Fantasy']"
en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",Iron Man 2,200000000,623933331,124,2010-04-28,20.6874,6.848,21790,"['Adventure', 'Action', 'Science Fiction']"
en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",Spider-Man: No Way Home,200000000,1921847111,148,2021-12-15,21.9118,7.939,21206,"['Action', 'Adventure', 'Science Fiction']"
en,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",The Amateur,60000000,95956038,123,2025-04-09,21.6863,6.978,1279,"['Thriller', 'Action']"
en,"A loyal dog moves to a rural family home with his owner Todd, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.",Good Boy,990000,6625238,73,2025-10-01,22.4912,7.159,110,"['Horror', 'Thriller']"
en,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",Top Gun: Maverick,170000000,1488732821,131,2022-05-21,21.3637,8.167,10275,"['Action', 'Drama']"
en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,745013115,143,2005-12-07,20.9839,7.135,11123,"['Adventure', 'Family', 'Fantasy']"
en,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",Wicked,150000000,756430136,162,2024-11-20,22.3703,6.93,2454,"['Drama', 'Romance', 'Fantasy']"
en,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",Anora,6000000,56286295,139,2024-10-14,21.8037,7.054,2683,"['Drama', 'Comedy', 'Romance']"
